COUNTY,PRECINCT,timing,election_name,VOTER COUNT
TARRANT,4020,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,32
TARRANT,4020,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,30
TARRANT,4020,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,62
TARRANT,4020,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,105
TARRANT,4020,EV,2020 NOVEMBER 3RD GENERAL ELECTION,873
TARRANT,4020,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,20
TARRANT,4020,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,109
TARRANT,4042,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,15
TARRANT,4042,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,79
TARRANT,4042,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,29
TARRANT,4042,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,9
TARRANT,4042,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,42
TARRANT,4042,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,51
TARRANT,4042,EV,2020 NOVEMBER 3RD GENERAL ELECTION,613
TARRANT,4042,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,16
TARRANT,4042,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,79
TARRANT,4044,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,72
TARRANT,4044,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,233
TARRANT,4044,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,89
TARRANT,4044,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,139
TARRANT,4044,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,126
TARRANT,4044,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,288
TARRANT,4044,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2586
TARRANT,4044,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,49
TARRANT,4044,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,185
TARRANT,4045,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,21
TARRANT,4045,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,280
TARRANT,4045,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,72
TARRANT,4045,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,166
TARRANT,4045,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,127
TARRANT,4045,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,327
TARRANT,4045,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1843
TARRANT,4045,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,61
TARRANT,4045,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,376
TARRANT,4046,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
TARRANT,4046,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,219
TARRANT,4046,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,52
TARRANT,4046,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,75
TARRANT,4046,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,125
TARRANT,4046,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,478
TARRANT,4046,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2855
TARRANT,4046,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,37
TARRANT,4046,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,326
TARRANT,4047,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,32
TARRANT,4047,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,276
TARRANT,4047,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,48
TARRANT,4047,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,51
TARRANT,4047,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,104
TARRANT,4047,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,310
TARRANT,4047,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2129
TARRANT,4047,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,51
TARRANT,4047,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,434
TARRANT,4048,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,14
TARRANT,4048,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,9
TARRANT,4048,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,27
TARRANT,4048,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,3
TARRANT,4048,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,23
TARRANT,4048,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,7
TARRANT,4048,EV,2020 NOVEMBER 3RD GENERAL ELECTION,270
TARRANT,4048,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,10
TARRANT,4048,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,4
TARRANT,4050,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,36
TARRANT,4050,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,15
TARRANT,4050,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,45
TARRANT,4050,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,6
TARRANT,4050,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,75
TARRANT,4050,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,4
TARRANT,4050,EV,2020 NOVEMBER 3RD GENERAL ELECTION,609
TARRANT,4050,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,41
TARRANT,4050,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,19
TARRANT,4051,EV,2020 NOVEMBER 3RD GENERAL ELECTION,5
TARRANT,4051,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,1
TARRANT,4053,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,21
TARRANT,4053,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,70
TARRANT,4053,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,29
TARRANT,4053,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,42
TARRANT,4053,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,50
TARRANT,4053,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,114
TARRANT,4053,EV,2020 NOVEMBER 3RD GENERAL ELECTION,766
TARRANT,4053,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,20
TARRANT,4053,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,90
TARRANT,4057,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,119
TARRANT,4057,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,145
TARRANT,4057,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,73
TARRANT,4057,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,32
TARRANT,4057,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,53
TARRANT,4057,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,36
TARRANT,4057,EV,2020 NOVEMBER 3RD GENERAL ELECTION,522
TARRANT,4057,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,45
TARRANT,4057,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,27
TARRANT,4060,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,158
TARRANT,4060,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,149
TARRANT,4060,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,234
TARRANT,4060,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,37
TARRANT,4060,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,220
TARRANT,4060,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,25
TARRANT,4060,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1337
TARRANT,4060,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,83
TARRANT,4060,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,54
TARRANT,4065,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,18
TARRANT,4065,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,276
TARRANT,4065,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,85
TARRANT,4065,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,84
TARRANT,4065,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,153
TARRANT,4065,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,447
TARRANT,4065,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2676
TARRANT,4065,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,30
TARRANT,4065,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,341
TARRANT,4067,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,41
TARRANT,4067,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,28
TARRANT,4067,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,60
TARRANT,4067,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,3
TARRANT,4067,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,78
TARRANT,4067,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,14
TARRANT,4067,EV,2020 NOVEMBER 3RD GENERAL ELECTION,608
TARRANT,4067,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
TARRANT,4067,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,12
TARRANT,4068,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
TARRANT,4068,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,18
TARRANT,4068,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,50
TARRANT,4068,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,10
TARRANT,4068,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,66
TARRANT,4068,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,8
TARRANT,4068,EV,2020 NOVEMBER 3RD GENERAL ELECTION,533
TARRANT,4068,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,18
TARRANT,4068,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,12
TARRANT,4069,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,27
TARRANT,4069,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,237
TARRANT,4069,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,45
TARRANT,4069,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,106
TARRANT,4069,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,74
TARRANT,4069,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,238
TARRANT,4069,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1347
TARRANT,4069,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,56
TARRANT,4069,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,309
TARRANT,4070,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,57
TARRANT,4070,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,124
TARRANT,4070,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,167
TARRANT,4070,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,106
TARRANT,4070,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,181
TARRANT,4070,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,170
TARRANT,4070,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1540
TARRANT,4070,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,117
TARRANT,4070,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,202
TARRANT,4073,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
TARRANT,4073,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,19
TARRANT,4073,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,30
TARRANT,4073,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,20
TARRANT,4073,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,44
TARRANT,4073,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,48
TARRANT,4073,EV,2020 NOVEMBER 3RD GENERAL ELECTION,290
TARRANT,4073,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,12
TARRANT,4073,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,35
TARRANT,4077,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,15
TARRANT,4077,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,29
TARRANT,4077,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,28
TARRANT,4077,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,9
TARRANT,4077,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,36
TARRANT,4077,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,20
TARRANT,4077,EV,2020 NOVEMBER 3RD GENERAL ELECTION,200
TARRANT,4077,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,14
TARRANT,4077,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,13
TARRANT,4086,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,65
TARRANT,4086,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,412
TARRANT,4086,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,132
TARRANT,4086,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,230
TARRANT,4086,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,163
TARRANT,4086,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,336
TARRANT,4086,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1877
TARRANT,4086,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,68
TARRANT,4086,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,406
TARRANT,4087,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,12
TARRANT,4087,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,5
TARRANT,4087,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,18
TARRANT,4087,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,5
TARRANT,4087,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,32
TARRANT,4087,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,7
TARRANT,4087,EV,2020 NOVEMBER 3RD GENERAL ELECTION,226
TARRANT,4087,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
TARRANT,4087,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,5
TARRANT,4091,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,27
TARRANT,4091,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,155
TARRANT,4091,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,52
TARRANT,4091,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,45
TARRANT,4091,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,101
TARRANT,4091,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,245
TARRANT,4091,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1522
TARRANT,4091,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,42
TARRANT,4091,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,236
TARRANT,4092,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
TARRANT,4092,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,11
TARRANT,4092,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,23
TARRANT,4092,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,5
TARRANT,4092,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,36
TARRANT,4092,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,4
TARRANT,4092,EV,2020 NOVEMBER 3RD GENERAL ELECTION,354
TARRANT,4092,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
TARRANT,4092,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,4
TARRANT,4093,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,35
TARRANT,4093,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,27
TARRANT,4093,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,51
TARRANT,4093,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,12
TARRANT,4093,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,83
TARRANT,4093,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,25
TARRANT,4093,EV,2020 NOVEMBER 3RD GENERAL ELECTION,812
TARRANT,4093,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,32
TARRANT,4093,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,12
TARRANT,4096,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,79
TARRANT,4096,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,83
TARRANT,4096,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,128
TARRANT,4096,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,30
TARRANT,4096,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,112
TARRANT,4096,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,33
TARRANT,4096,EV,2020 NOVEMBER 3RD GENERAL ELECTION,791
TARRANT,4096,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,60
TARRANT,4096,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,29
TARRANT,4097,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,49
TARRANT,4097,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,20
TARRANT,4097,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,61
TARRANT,4097,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,6
TARRANT,4097,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,77
TARRANT,4097,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,10
TARRANT,4097,EV,2020 NOVEMBER 3RD GENERAL ELECTION,485
TARRANT,4097,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,16
TARRANT,4097,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,9
TARRANT,4101,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,25
TARRANT,4101,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,50
TARRANT,4101,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,39
TARRANT,4101,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,21
TARRANT,4101,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,67
TARRANT,4101,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,35
TARRANT,4101,EV,2020 NOVEMBER 3RD GENERAL ELECTION,585
TARRANT,4101,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,31
TARRANT,4101,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,29
TARRANT,4102,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,9
TARRANT,4102,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,34
TARRANT,4102,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,20
TARRANT,4102,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,6
TARRANT,4102,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,25
TARRANT,4102,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,44
TARRANT,4102,EV,2020 NOVEMBER 3RD GENERAL ELECTION,544
TARRANT,4102,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,19
TARRANT,4102,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,37
TARRANT,4107,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,15
TARRANT,4107,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,21
TARRANT,4107,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,24
TARRANT,4107,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,5
TARRANT,4107,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,31
TARRANT,4107,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,5
TARRANT,4107,EV,2020 NOVEMBER 3RD GENERAL ELECTION,441
TARRANT,4107,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,6
TARRANT,4107,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,17
TARRANT,4110,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,43
TARRANT,4110,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,28
TARRANT,4110,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,54
TARRANT,4110,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,7
TARRANT,4110,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,72
TARRANT,4110,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,10
TARRANT,4110,EV,2020 NOVEMBER 3RD GENERAL ELECTION,487
TARRANT,4110,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,44
TARRANT,4110,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,11
TARRANT,4113,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,7
TARRANT,4113,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,30
TARRANT,4113,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,14
TARRANT,4113,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,21
TARRANT,4113,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,24
TARRANT,4113,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,42
TARRANT,4113,EV,2020 NOVEMBER 3RD GENERAL ELECTION,218
TARRANT,4113,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
TARRANT,4113,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,25
TARRANT,4115,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,3
TARRANT,4115,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,141
TARRANT,4115,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,18
TARRANT,4115,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,24
TARRANT,4115,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,21
TARRANT,4115,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,52
TARRANT,4115,EV,2020 NOVEMBER 3RD GENERAL ELECTION,376
TARRANT,4115,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,6
TARRANT,4115,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,77
TARRANT,4116,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,85
TARRANT,4116,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,240
TARRANT,4116,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,148
TARRANT,4116,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,128
TARRANT,4116,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,200
TARRANT,4116,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,165
TARRANT,4116,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1534
TARRANT,4116,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,92
TARRANT,4116,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,233
TARRANT,4118,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,36
TARRANT,4118,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,69
TARRANT,4118,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,64
TARRANT,4118,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,41
TARRANT,4118,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,118
TARRANT,4118,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,70
TARRANT,4118,EV,2020 NOVEMBER 3RD GENERAL ELECTION,819
TARRANT,4118,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,36
TARRANT,4118,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,96
TARRANT,4121,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,53
TARRANT,4121,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,244
TARRANT,4121,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,48
TARRANT,4121,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,40
TARRANT,4121,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,77
TARRANT,4121,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,122
TARRANT,4121,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1313
TARRANT,4121,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,31
TARRANT,4121,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,128
TARRANT,4122,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,21
TARRANT,4122,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,33
TARRANT,4122,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,35
TARRANT,4122,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,8
TARRANT,4122,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,49
TARRANT,4122,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,13
TARRANT,4122,EV,2020 NOVEMBER 3RD GENERAL ELECTION,595
TARRANT,4122,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,23
TARRANT,4122,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,9
TARRANT,4123,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
TARRANT,4123,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,21
TARRANT,4123,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,37
TARRANT,4123,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,11
TARRANT,4123,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,71
TARRANT,4123,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,16
TARRANT,4123,EV,2020 NOVEMBER 3RD GENERAL ELECTION,703
TARRANT,4123,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
TARRANT,4123,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,18
TARRANT,4124,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,66
TARRANT,4124,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,128
TARRANT,4124,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,106
TARRANT,4124,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,36
TARRANT,4124,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,113
TARRANT,4124,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,82
TARRANT,4124,EV,2020 NOVEMBER 3RD GENERAL ELECTION,826
TARRANT,4124,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,55
TARRANT,4124,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,84
TARRANT,4125,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,8
TARRANT,4125,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,27
TARRANT,4125,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,8
